The Midas Touch;MOVIE;10;2013;99;[comedy];0;0.5;183
Refugiado;MOVIE;11;2014;95;[drama, thriller, european];0;6.4;365
Ralphie May: Imperfectly Yours;MOVIE;1;2013;69;[comedy, documentation];0;5.4;150
Wedding Association;MOVIE;5;2013;106;[comedy];0;7.1;22186
Heritages;MOVIE;3;2014;96;[drama, european];0;7.3;130
Race 2;MOVIE;2;2013;150;[thriller, crime, action];0;5.3;16302
Madras Cafe;MOVIE;5;2013;130;[thriller, action, drama];0;7.7;24319
Deliha;MOVIE;9;2014;107;[comedy, family, romance];0;4.5;4315
Confusion Na Wa;MOVIE;3;2013;105;[crime, comedy, drama];0;0.7;38
Saheb Biwi Aur Gangster Returns;MOVIE;2;2013;142;[drama, thriller, action, crime];0;6.7;3978
Ungli;MOVIE;2;2014;114;[comedy, drama, thriller, crime];0;5.8;3888
Chashme Baddoor;MOVIE;10;2013;120;[comedy, drama];0;5.4;5121
SampleThis;MOVIE;4;2013;85;[documentation, music];0;6.4;466
The War Against Women;MOVIE;5;2013;62;[documentation, war];0;7.3;74
Ghadi;MOVIE;9;2013;100;[drama, comedy, family];0;7.3;1128
Eyes of a Thief;MOVIE;3;2014;98;[drama];0;6.6;443
October 1;MOVIE;4;2014;149;[thriller];0;6.4;424
Mars at Sunrise;MOVIE;9;2014;75;[drama];0;7.8;43
Satyagraha;MOVIE;9;2013;152;[drama, documentation];0;5.9;5127
Bhaji in Problem;MOVIE;6;2013;130;[romance, comedy];0;7.3;1007
Pagpag: Nine Lives;MOVIE;3;2013;105;[horror];0;5.5;313
Blind Intersections;MOVIE;10;2013;87;[drama];0;6.7;172
100 Things to Do Before High School;MOVIE;3;2014;44;[unknown];0;0;0
Trailer Park Boys: Live at the North Pole;MOVIE;5;2014;88;[comedy];0;6.7;1091
Must Be... Love;MOVIE;7;2013;100;[romance, comedy];0;6.4;522
Shes The One;MOVIE;8;2013;110;[romance, comedy, drama];0;6.3;205
Trailer Park Boys - Live in F**kin Dublin;MOVIE;2;2014;81;[comedy];0;6.2;1548
SDU: Sex Duties Unit;MOVIE;7;2013;94;[comedy];0;5.9;479
Theeya Velai Seiyyanum Kumaru;MOVIE;2;2013;125;[comedy, drama, romance];0;5.1;28
Settai;MOVIE;1;2013;136;[crime, comedy, action];0;4.5;515
Raja Natwarlal;MOVIE;8;2014;141;[thriller, crime];0;6.1;4280
Chhota Bheem in the Incan Adventure;MOVIE;7;2013;64;[animation, fantasy];0;7.4;31
Anjaan;MOVIE;3;2014;170;[thriller, crime, action];0;5.3;5018
Cold Harbour;MOVIE;12;2014;93;[thriller, action, crime];0;5.2;211
Himmatwala;MOVIE;2;2013;150;[drama, comedy, action];0;1.7;8550
Na Bangaaru Talli;MOVIE;3;2014;116;[drama, family, thriller, crime];0;7.2;160
What the Fish;MOVIE;7;2013;98;[drama, comedy];0;5.2;210
My Own Man;MOVIE;7;2014;82;[drama, comedy, family, documentation];0;6.4;445
One by Two;MOVIE;8;2014;139;[romance, comedy, drama];0;3.9;745
The Land of Cards;MOVIE;4;2013;110;[fantasy];0;5.6;407
Starting Over Again;MOVIE;7;2014;130;[romance, comedy, drama, documentation, european];0;8.3;15
It Takes a Man and a Woman;MOVIE;1;2013;120;[comedy, drama, romance];0;6.7;362
Chelsea Handler: Uganda Be Kidding Me Live;MOVIE;12;2014;71;[comedy];0;5.8;1165
Wyatt Cenac: Brooklyn;MOVIE;11;2014;67;[comedy];0;6.3;228
Xenos;MOVIE;10;2013;12;[documentation];0;7.8;0
Seven Souls in the Skull Castle;MOVIE;1;2013;179;[drama, action, romance];0;7.3;47
Boss & Me;SHOW;1;2014;45;[comedy, romance];1;7.3;424
D.L. Hughley: Clear;MOVIE;7;2014;59;[comedy];0;6.9;249
Giraffada;MOVIE;9;2014;85;[drama, european];0;6.3;234
Bobby Jasoos;MOVIE;10;2014;121;[drama, comedy, thriller];0;5.5;2310
Grandmothers Farm;MOVIE;5;2013;71;[comedy, horror];0;2.9;74
Anaamika;MOVIE;11;2014;124;[thriller];0;5.5;260
Mumbai Delhi Mumbai;MOVIE;10;2014;120;[comedy, romance];0;5.7;354
Motu Patlu: Deep Sea Adventure;MOVIE;3;2014;75;[comedy, action, family];0;0;0
A Place in the Stars;MOVIE;10;2014;112;[drama, thriller];0;6.2;19
That Thing Called Tadhana;MOVIE;11;2014;110;[romance, comedy, drama];0;7.4;1050
Gori Tere Pyaar Mein;MOVIE;3;2013;150;[romance, comedy, drama];0;4.9;3838
Condom Lead;MOVIE;9;2013;15;[drama];0;0;0
Shes Dating the Gangster;MOVIE;1;2014;105;[romance, comedy, drama];0;0.7;1079
Deewana Main Deewana;MOVIE;4;2013;107;[thriller, comedy, drama, romance];0;2.6;374
????;SHOW;7;2014;44;[unknown];1;0;0
Two Fathers;SHOW;2;2013;44;[comedy, drama];1;0.8;54
Sommore: Chandelier Status;MOVIE;3;2013;75;[comedy];0;6.6;95
E-Team;MOVIE;2;2014;88;[documentation, war];0;7.1;873
World at Your Feet;SHOW;11;2014;44;[drama];1;0;0
The Royal Bengal Tiger;MOVIE;5;2014;107;[thriller];0;6.9;874
Chhota Bheem & Krishna vs Zimbara;MOVIE;1;2013;64;[animation];0;8.6;13
Gollu Aur Pappu;MOVIE;11;2014;112;[comedy];0;3.8;118
Mystic Whispers;SHOW;10;2014;26;[comedy, romance];1;6.9;17
Todd Glass Talks About Stuff;MOVIE;10;2013;46;[comedy];0;0;0
The Amazing Praybeyt Benjamin;MOVIE;7;2014;105;[drama, action, comedy, fantasy, romance];0;0.4;195
Diamonds in the Sky;MOVIE;9;2014;132;[drama];0;7.4;10
Chhota Bheem Neeli Pahaadi;MOVIE;7;2013;63;[animation];0;8.5;9
Doctor Bello;MOVIE;2;2013;95;[drama, action];0;4.8;54
Chhota Bheem Aur Hanuman;MOVIE;12;2013;67;[fantasy, animation];0;7.1;33
Chhota Bheem and the ShiNobi Secret;MOVIE;3;2013;63;[animation];0;8.6;6
Sigaram Thodu;MOVIE;1;2014;147;[action, thriller];0;6.1;458
Ojos in d House;SHOW;3;2013;24;[comedy];1;6.1;11
Flower Girl;MOVIE;6;2013;94;[romance, comedy];0;0.6;108
Chhota Bheem Dus pe Dus;MOVIE;7;2014;62;[animation];0;5.1;23
Chhota Bheem the Crown of Valhalla;MOVIE;9;2013;64;[animation];0;8.1;14
Better Call Saul;SHOW;9;2015;49;[comedy, drama, crime];6;8.8;404920
The Last Kingdom;SHOW;10;2015;55;[action, war, drama, history, european];5;8.5;126473
Stranger Things;SHOW;5;2016;52;[scifi, drama, fantasy, horror, thriller];5;8.7;989090
Schitts Creek;SHOW;6;2015;22;[comedy];6;8.5;112537
Alone;SHOW;8;2015;48;[reality, documentation];8;8.4;4622
Grace and Frankie;SHOW;1;2015;30;[comedy, drama];7;8.2;48435
The Good Place;SHOW;2;2016;23;[scifi, comedy, romance, drama, fantasy];4;8.2;148562
Ash vs Evil Dead;SHOW;6;2015;30;[action, scifi, comedy, horror, fantasy, thriller];3;8.4;70087
One-Punch Man;SHOW;6;2015;24;[action, fantasy, scifi, animation, comedy];2;8.7;148386
Chicago Med;SHOW;12;2015;41;[drama];8;7.6;24142
Queen of the South;SHOW;5;2016;42;[drama, thriller, action, crime];5;7.9;28537
The Crown;SHOW;6;2016;56;[drama, history, european];5;8.7;190878
Call My Agent!;SHOW;12;2015;55;[comedy, drama, european];4;8.3;13331
Hunt for the Wilderpeople;MOVIE;4;2016;101;[comedy, drama, action];0;7.8;125720
Hell or High Water;MOVIE;1;2016;102;[western, thriller, action, crime, drama];0;7.6;224900
Servant of the People;SHOW;2;2015;29;[comedy];3;7.3;2706
Documentary Now!;SHOW;7;2015;22;[comedy];4;8.1;6445
It Follows;MOVIE;8;2015;101;[horror, thriller];0;6.8;233165
Forged in Fire;SHOW;6;2015;42;[reality];9;8.3;3538
Van Helsing;SHOW;6;2016;42;[scifi, fantasy, horror, action, drama];5;6.1;21852
Food Wars! Shokugeki no Soma;SHOW;12;2015;24;[animation, comedy, drama, fantasy, thriller];5;8.2;9651
Lucifer;SHOW;3;2016;47;[scifi, crime, drama, fantasy];6;8.1;308291
DCs Legends of Tomorrow;SHOW;11;2016;42;[scifi, action, drama];7;6.8;101178
Raw;MOVIE;7;2016;98;[horror, drama, fantasy, european];0;0.7;72460
Kung Fu Panda 3;MOVIE;6;2016;95;[comedy, animation, action, family, fantasy, drama];0;7.1;152791
Ouija: Origin of Evil;MOVIE;10;2016;99;[thriller, horror, drama];0;5.3;6
The Magicians;SHOW;11;2015;44;[drama, scifi, fantasy];5;7.6;49557
Nocturnal Animals;MOVIE;3;2016;115;[drama, thriller];0;7.5;264884
The Gift;MOVIE;7;2015;108;[thriller, drama, documentation];0;7.1;151679
The OA;SHOW;7;2016;55;[scifi, drama, fantasy];2;7.9;100911
Kims Convenience;SHOW;11;2016;22;[comedy];5;8.3;16970
Sense8;SHOW;10;2015;62;[scifi, thriller, drama];2;8.2;151518
War Dogs;MOVIE;2;2016;114;[crime, drama, comedy, war];0;7.1;208185
Blackhat;MOVIE;12;2015;133;[thriller, action, crime];0;5.4;58192
Crashing;SHOW;10;2016;30;[comedy, european];1;7.7;18546
Norsemen;SHOW;8;2016;30;[comedy, drama];3;7.7;18040
The Hateful Eight;MOVIE;3;2015;188;[western, crime, drama, thriller];0;7.8;570138
Crimson Peak;MOVIE;12;2015;119;[thriller, drama, horror, romance, fantasy];0;6.5;143899
Bloodline;SHOW;6;2015;57;[drama, thriller];3;7.9;50028
Slasher;SHOW;1;2016;46;[drama, horror, thriller, crime];4;6.7;14071
Tangerine;MOVIE;12;2015;87;[comedy, drama, crime];0;7.1;31385
Travelers;SHOW;4;2016;45;[scifi, drama, thriller, crime];3;0.8;54566
Legend;MOVIE;9;2015;132;[thriller, crime, drama, european];0;6.9;175273
Narcos;SHOW;11;2015;52;[drama, thriller, crime];3;8.8;404486
Miraculous: Tales of Ladybug & Cat Noir;SHOW;4;2015;22;[family, fantasy, romance, animation, action];4;7.7;10102
Designated Survivor;SHOW;6;2016;44;[war, action, drama, thriller];3;7.5;88019
Leah Remini: Scientology and the Aftermath;SHOW;11;2016;46;[documentation, history];3;0.9;5761
Into the Badlands;SHOW;5;2015;43;[action, drama];3;7.9;45628
iZombie;SHOW;4;2015;42;[scifi, comedy, crime, drama, horror];5;7.8;66488
Wynonna Earp;SHOW;12;2016;43;[action, scifi, western, drama, fantasy, thriller];4;7.3;22256
Dark Matter;SHOW;6;2015;43;[scifi, drama, thriller, action];3;7.5;41867
Scream: The TV Series;SHOW;2;2015;43;[crime, horror, thriller, comedy, drama];3;7.1;40082
Versailles;SHOW;8;2015;54;[drama, history, romance, war, documentation, comedy, european];3;7.9;16273
The Edge of Seventeen;MOVIE;6;2016;104;[comedy, drama];0;7.3;120488
60 Days In;SHOW;1;2016;46;[reality];6;7.6;2616
Steve Jobs;MOVIE;4;2015;122;[drama];0;7.2;166288
Supergirl;SHOW;6;2015;42;[scifi, drama, action];6;6.2;121939
Crazy Ex-Girlfriend;SHOW;1;2015;42;[comedy];4;7.8;19738
A Silent Voice: The Movie;MOVIE;4;2016;130;[romance, animation, drama, family];0;8.1;75132
Medici: Masters of Florence;SHOW;9;2016;54;[war, drama, history, romance, thriller, european];3;7.9;18575
PJ Masks;SHOW;4;2015;15;[animation, family, fantasy, scifi, action, european];5;5.4;1214
Marcella;SHOW;6;2016;45;[crime, drama, european];3;7.4;30373
London Has Fallen;MOVIE;4;2016;99;[thriller, crime, drama, action];0;5.9;155997
Mr. Right;MOVIE;12;2016;95;[comedy, romance, action];0;6.3;55118
Bordertown;SHOW;9;2016;59;[drama, crime, european];3;7.6;10371
Fauda;SHOW;7;2015;40;[war, thriller, action, drama];3;8.3;25239
Chappie;MOVIE;6;2015;120;[scifi, drama, thriller, action, crime];0;6.8;247192
Christine;MOVIE;3;2016;115;[drama];0;6.9;14977
El marginal;SHOW;12;2016;54;[crime, drama, action, thriller];5;8.2;3799
Frontier;SHOW;5;2016;46;[action, drama, history];3;7.1;20706
B?hubali: The Beginning;MOVIE;8;2015;159;[drama, action, fantasy];0;0.8;117333
The Cuba Libre Story;SHOW;8;2015;45;[documentation, history, european];2;7.6;1583
Hush;MOVIE;5;2016;82;[horror, thriller];0;6.6;123667
ERASED;SHOW;10;2016;22;[drama, animation, fantasy, scifi, thriller];1;8.5;42699
Flowers;SHOW;1;2016;25;[drama, comedy, european];2;8.1;5468
The Conjuring 2;MOVIE;2;2016;134;[thriller, horror, drama];0;7.3;260693
Love;SHOW;6;2016;32;[drama, comedy, romance];3;7.7;41362
Gantz:O;MOVIE;5;2016;95;[animation, scifi, action, drama, fantasy, thriller, horror];0;7.1;14501
Unfriended;MOVIE;1;2015;82;[thriller, horror, drama];0;5.5;73854
Good Witch;SHOW;7;2015;43;[scifi, comedy, drama, fantasy];7;7.2;10392
The Ranch;SHOW;11;2016;30;[comedy, drama, western];5;7.4;37890
Paranoid;SHOW;11;2016;44;[crime, thriller, drama, european];1;6.7;8343
In a Valley of Violence;MOVIE;9;2016;104;[thriller, western, drama, crime, action];0;0.6;18452
Wet Hot American Summer: First Day of Camp;SHOW;1;2015;30;[comedy];2;7.4;23674
Shooter;SHOW;4;2016;41;[war, drama, action];3;7.5;35547
Hap and Leonard;SHOW;8;2016;42;[action, drama, crime, thriller];3;7.6;7577
Glitch;SHOW;5;2015;52;[scifi, drama, horror, thriller];3;7.3;17240
Occupied;SHOW;4;2015;45;[war, thriller, drama];3;7.7;8839
A Monster Calls;MOVIE;10;2016;108;[fantasy, drama, thriller, animation, family, european];0;7.5;86614
Master of None;SHOW;8;2015;32;[drama, comedy];3;8.3;72341
Unbreakable Kimmy Schmidt;SHOW;8;2015;30;[comedy, drama];4;7.6;70242
Under the Shadow;MOVIE;2;2016;84;[thriller, horror, war, drama, fantasy];0;6.8;27125
Secret City;SHOW;2;2016;50;[war, thriller];3;7.4;7831
Loving;MOVIE;10;2016;123;[drama, romance];0;0.7;34139
Fuller House;SHOW;8;2016;27;[comedy, family];5;6.7;27148
Easy;SHOW;9;2016;30;[drama, comedy];3;6.9;13569
30%;SHOW;11;2016;45;[scifi, action, drama, thriller];4;7.3;25077
Making a Murderer;SHOW;3;2015;62;[crime, documentation];2;8.6;93456
The Danish Girl;MOVIE;11;2015;119;[drama, romance, european];0;7.1;180805
He Never Died;MOVIE;4;2015;99;[horror, fantasy, drama, thriller, comedy];0;6.4;19936
Home;MOVIE;6;2015;95;[fantasy, scifi, comedy, family, animation];0;6.6;100705
BUNKD;SHOW;5;2015;24;[comedy, family, drama];5;5.3;3174
Quantico;SHOW;2;2015;43;[drama, thriller, crime];3;6.6;60305
Before I Wake;MOVIE;12;2016;97;[drama, fantasy, horror, thriller];0;6.2;45243
F is for family;SHOW;10;2015;28;[comedy, animation, drama];5;0.8;36050
The Fundamentals of Caring;MOVIE;2;2016;97;[drama, comedy];0;7.3;70542
Winter on Fire: Ukraines Fight for Freedom;MOVIE;5;2015;98;[documentation];0;8.3;17710
Locked Up;SHOW;1;2015;50;[drama, thriller, action, comedy, european];4;8.2;21388
Batman: The Killing Joke;MOVIE;1;2016;72;[drama, crime, thriller, animation, action];0;6.4;55806
Cop Car;MOVIE;4;2015;86;[thriller, crime];0;6.3;32547
Bastille Day;MOVIE;7;2016;92;[action, drama, thriller, crime];0;6.3;42763
Sinister 2;MOVIE;1;2015;97;[horror, thriller];0;5.3;53733
Other People;MOVIE;11;2016;97;[comedy, drama];0;6.8;11243
Zoo;SHOW;7;2015;43;[drama, thriller, scifi];3;6.6;24479
13th;MOVIE;4;2016;100;[documentation, history, crime];0;8.2;34914
American Ultra;MOVIE;12;2015;96;[comedy, action, scifi];0;6.1;89912
Ajin;SHOW;12;2016;24;[action, animation, drama, fantasy, thriller, horror, scifi];2;7.6;6121
Spectral;MOVIE;8;2016;109;[scifi, action, thriller];0;6.3;58407
Frequency;SHOW;4;2016;18;[scifi, fantasy, thriller, drama];3;7.5;13625
Wanted;SHOW;5;2016;45;[drama, action, crime];3;7.6;5693
Aquarius;SHOW;3;2015;43;[drama, crime, thriller, european];2;7.1;12112
Roman Empire;SHOW;1;2016;48;[drama, history, war, documentation];3;0.7;7539
Advantageous;MOVIE;3;2015;92;[scifi, drama, family];0;6.2;5378
The Bye Bye Man;MOVIE;12;2016;96;[thriller, fantasy, horror, drama];0;4.3;23588
Degrassi: Next Class;SHOW;1;2016;24;[drama, romance];6;6.8;3205
Beasts of No Nation;MOVIE;12;2015;137;[war, drama];0;7.7;80129
The Disastrous Life of Saiki K.;SHOW;11;2016;10;[scifi, comedy, animation, fantasy];3;8.4;6649
Mobile Suit Gundam: Iron-Blooded Orphans;SHOW;7;2015;24;[scifi, war, action, drama, animation];2;7.9;1623
Self/less;MOVIE;7;2015;116;[scifi, thriller, action, drama];0;6.5;98127
Collateral Beauty;MOVIE;11;2016;97;[drama, romance];0;6.7;99053
Chefs Table;SHOW;4;2015;50;[documentation];7;8.5;15176
Trollhunters: Tales of Arcadia;SHOW;10;2016;22;[action, scifi, fantasy, animation, comedy, drama, family];3;8.4;16509
Team Foxcatcher;MOVIE;2;2016;91;[documentation, crime, history, sport];0;7.3;6496
March Comes in Like a Lion;SHOW;6;2016;25;[drama, animation, comedy, romance];2;8.4;2586
Circle;MOVIE;1;2015;87;[scifi, thriller, horror, drama, european];0;0.6;52925
The Forest;MOVIE;11;2016;95;[thriller, scifi, drama, fantasy, horror];0;4.8;42148
Demonic;MOVIE;12;2015;83;[thriller, horror];0;5.3;14882
The Siege of Jadotville;MOVIE;1;2016;108;[thriller, war, drama, action, history, european];0;7.2;38308
God Eater;SHOW;2;2015;23;[scifi, animation, action];1;0.7;1911
Hyena Road;MOVIE;11;2015;120;[thriller, action, drama, war];0;6.5;7665
Barry;MOVIE;7;2016;104;[drama];0;5.9;7116
Gilmore Girls: A Year in the Life;SHOW;4;2016;92;[comedy, drama];1;7.6;36359
Into the Inferno;MOVIE;2;2016;104;[documentation];0;7.2;8512
Ip Man 3;MOVIE;12;2015;105;[drama, action, history];0;0.7;54128
Rebellion;SHOW;2;2016;51;[war, drama, history, european];2;7.1;3658
The Windsors;SHOW;5;2016;27;[comedy];3;7.1;2648
Frank & Lola;MOVIE;6;2016;88;[drama, romance, thriller, crime];0;5.9;6029
Hip Hop Evolution;SHOW;6;2016;48;[documentation, music];4;8.4;5772
The Get Down;SHOW;12;2016;62;[drama, music];2;8.2;22304
Blue Jay;MOVIE;9;2016;81;[romance, drama];0;7.3;17033
Bert Kreischer: The Machine;MOVIE;2;2016;70;[comedy];0;7.6;1513
ARQ;MOVIE;7;2016;88;[scifi, thriller, action];0;6.3;38463
Dragons: Race to the Edge;SHOW;5;2015;22;[animation, action, scifi, family, comedy, drama, fantasy];6;8.2;6161
Ratchet & Clank;MOVIE;6;2016;94;[action, animation, comedy, family, scifi, fantasy];0;5.5;10764
Dangal;MOVIE;12;2016;161;[action, drama, sport];0;8.4;180247
Bill Hicks: Reflections;MOVIE;11;2015;34;[documentation];0;0;0
Pee-wees Big Holiday;MOVIE;7;2016;90;[comedy, family];0;6.1;7985
Headshot;MOVIE;9;2016;118;[thriller, action, drama];0;6.3;14608
Flaked;SHOW;2;2016;32;[drama, romance, comedy];2;7.2;11264
A Very Secret Service;SHOW;11;2015;27;[comedy, european];2;7.7;3461
Voltron: Legendary Defender;SHOW;8;2016;24;[action, scifi, animation, comedy, drama, family, fantasy];8;8.1;8706
Transformers: Robots In Disguise;SHOW;12;2015;21;[scifi, animation, action, comedy];5;0.6;1048
The Young Messiah;MOVIE;5;2016;120;[drama, fantasy];0;5.6;3542
Crazyhead;SHOW;2;2016;43;[comedy, horror, scifi, european];1;7.2;4985
Lady Dynamite;SHOW;6;2016;30;[comedy, drama];2;7.3;3655
No Tomorrow;SHOW;3;2016;47;[comedy, drama, romance, thriller];1;7.3;5101
Marauders;MOVIE;11;2016;107;[thriller, action, crime];0;5.5;21929
White Girl;MOVIE;8;2016;88;[drama, horror, crime];0;5.7;10646
Greenleaf;SHOW;11;2016;42;[drama];5;7.3;5158
Grizzy & the Lemmings;SHOW;1;2016;7;[comedy, animation, family, european];3;7.1;579
Our Brand Is Crisis;MOVIE;8;2015;108;[comedy, drama];0;6.1;22147
The Ridiculous 6;MOVIE;11;2015;119;[western, action, comedy];0;4.8;47935
Special Correspondents;MOVIE;9;2016;100;[comedy];0;5.8;23669
Jem and the Holograms;MOVIE;2;2015;119;[fantasy, drama, family, music, romance, scifi];0;4.1;7804
Mascots;MOVIE;12;2016;89;[comedy];0;5.8;7381
Mindhorn;MOVIE;5;2016;89;[comedy, thriller];0;6.3;12474
The Do-Over;MOVIE;11;2016;108;[action, comedy];0;5.7;45146
Bo Burnham: Make Happy;MOVIE;9;2016;60;[comedy, music, documentation];0;8.4;14356
7 Years;MOVIE;11;2016;77;[drama, european];0;6.7;4872
Zumbos Just Desserts;SHOW;4;2016;52;[reality];2;6.9;2125
The Letdown;SHOW;12;2016;30;[comedy];2;7.5;3253
Case;SHOW;2;2015;46;[crime, drama, thriller];1;0.7;2688
For the Love of Spock;MOVIE;10;2016;105;[documentation];0;7.6;4349
Suffragette;MOVIE;4;2015;106;[drama, history];0;6.9;41529
The Girl King;MOVIE;4;2015;106;[drama, european, history, romance];0;5.8;4065
Boyka: Undisputed IV;MOVIE;11;2016;87;[drama, european];0;0;0
Dream/Killer;MOVIE;2;2015;107;[crime, documentation];0;7.4;1938
Sinatra: All or Nothing at All;SHOW;3;2015;122;[documentation, music];1;0.8;2354
Amanda Knox;MOVIE;12;2016;92;[crime, documentation, european];0;6.9;23969
Tallulah;MOVIE;12;2016;111;[drama, romance, comedy];0;6.7;20111
By the Sea;MOVIE;7;2015;122;[drama, european, romance];0;5.3;20541
Marco Polo: One Hundred Eyes;MOVIE;2;2015;28;[action, history, drama];0;7.8;10742
The Adventures of Puss in Boots;SHOW;2;2015;23;[family, animation, comedy, fantasy, western, action];6;6.6;1696
Last Chance U;SHOW;7;2016;55;[documentation, sport];5;8.4;6789
Molang;SHOW;11;2015;3;[animation, comedy, family, european];3;8.4;346
Signal;SHOW;2;2016;71;[crime, scifi, thriller, drama, fantasy];2;8.6;6338
Between;SHOW;4;2015;25;[scifi, drama, thriller];2;0.6;9059
Midnight Diner: Tokyo Stories;SHOW;5;2016;28;[drama];2;8.4;4109
Ares;MOVIE;5;2016;80;[scifi, thriller, drama, european];0;6.2;3994
Results;MOVIE;3;2015;105;[comedy, romance];0;5.4;7073
I Am the Pretty Thing That Lives in the House;MOVIE;12;2016;89;[thriller, drama, horror];0;4.6;14491
Reply 1988;SHOW;10;2015;95;[comedy, drama, family, romance];1;9.2;6557
Sunny Bunnies;SHOW;7;2015;3;[animation, family];4;6.6;95
Cinderella and Four Knights;SHOW;5;2016;61;[comedy, drama, romance];1;7.5;3663
Legends of the Hidden Temple;MOVIE;11;2016;68;[family];0;5.7;896
Simon;SHOW;5;2016;5;[animation, comedy, family];2;0.7;127
David Brent: Life on the Road;MOVIE;7;2016;96;[comedy, music, action];0;6.3;20005
Conspiracy;SHOW;9;2015;43;[documentation, history, european];1;6.2;367
The Sound of Your Heart;SHOW;5;2016;24;[drama, comedy];2;8.2;1075
Spotless;SHOW;10;2015;58;[drama, comedy, crime, european];1;7.7;3635
Message from the King;MOVIE;11;2016;102;[thriller, drama, action, crime, european];0;6.4;16180
Sebastian Maniscalco: Why Would You Do That?;MOVIE;3;2016;63;[comedy];0;7.3;1063
Club de Cuervos;SHOW;5;2015;44;[comedy, drama];4;8.2;5514
Little Things;SHOW;12;2016;25;[comedy, drama, romance];4;8.2;6461
Care Bears and Cousins;SHOW;1;2015;23;[animation];2;6.8;82
Sleight;MOVIE;2;2016;89;[thriller, crime, drama, scifi, action];0;5.9;8644
Sniper: Ghost Shooter;MOVIE;1;2016;100;[drama];0;0;0
Middle School: The Worst Years of My Life;MOVIE;11;2016;92;[comedy, family, animation];0;0.6;8972
Kuromukuro;SHOW;1;2016;24;[comedy, drama, action, scifi, animation];2;7.2;1265
Rock the Kasbah;MOVIE;11;2015;100;[comedy, music, war];0;5.5;11963
Marseille;SHOW;8;2016;46;[drama, european];2;6.9;5083
Puffin Rock;SHOW;4;2015;11;[animation, family, comedy, european];2;8.7;891
Chefs Table: France;SHOW;10;2016;60;[documentation];1;8.2;1723
Veteran;MOVIE;7;2015;124;[crime, thriller, action, comedy];0;0.7;6501
A Very Murray Christmas;MOVIE;7;2015;56;[comedy, music];0;5.5;15428
The Method;SHOW;9;2015;51;[drama, thriller, crime];2;7.4;2784
Skylanders Academy;SHOW;5;2016;23;[action, animation, comedy, family, fantasy];3;6.7;730
Kevin Hart: What Now?;MOVIE;10;2016;96;[comedy, documentation];0;5.9;9458
Extraction;MOVIE;9;2015;92;[thriller, action];0;4.1;11180
Tramps;MOVIE;3;2016;83;[romance, comedy, documentation, european];0;6.5;5460
The Warriors Gate;MOVIE;5;2016;108;[action, comedy, family, fantasy, european];0;5.4;5057
The Dreamseller;MOVIE;6;2016;96;[drama];0;0.6;1438
LEGO Marvel Super Heroes: Avengers Reassembled!;MOVIE;5;2015;22;[animation, comedy, scifi, action];0;6.1;843
Incarnate;MOVIE;1;2016;91;[horror, thriller];0;5.2;12918
Güeros;MOVIE;7;2015;106;[drama, comedy];0;7.4;4120
Term Life;MOVIE;8;2016;93;[thriller, action, crime, drama];0;5.6;7860
The Distinguished Citizen;MOVIE;1;2016;118;[comedy, drama, european];0;7.5;11495
Drishyam;MOVIE;3;2015;163;[thriller, crime, drama];0;8.2;79075
Tig;MOVIE;1;2015;95;[documentation];0;7.4;2649
John Mulaney: The Comeback Kid;MOVIE;1;2015;62;[comedy, documentation];0;7.9;8471
Kathleen Madigan: Bothering Jesus;MOVIE;11;2016;71;[comedy];0;0;0
Rocco;MOVIE;5;2016;105;[documentation, european];0;5.7;3972
Minimalism: A Documentary About the Important Things;MOVIE;2;2015;79;[documentation];0;6.7;15656
Lego Bionicle: The Journey to One;SHOW;10;2016;17;[animation, action, fantasy, scifi];2;5.5;170
The Mr. Peabody & Sherman Show;SHOW;6;2015;23;[comedy, scifi, animation, family, history];4;5.7;433
Fate/Grand Order: First Order;MOVIE;5;2016;72;[fantasy, animation];0;5.7;865
Inspector Gadget;SHOW;7;2015;21;[action, comedy, family, scifi, animation];4;4.5;614
Lavender;MOVIE;5;2016;92;[thriller, drama];0;5.3;7005
Heidi;SHOW;2;2015;27;[drama, family, animation, european];2;7.2;234
True Memoirs of an International Assassin;MOVIE;8;2016;98;[action, comedy, crime];0;5.9;22466
Danger Mouse;SHOW;7;2015;12;[comedy, crime, family, fantasy, scifi, animation, action, european];2;7.2;579
The Darkness;MOVIE;2;2016;92;[thriller, horror];0;4.5;15848
Hot Girls Wanted;MOVIE;2;2015;84;[documentation];0;6.1;17447
Haters Back Off;SHOW;1;2016;30;[comedy, drama, family, romance];2;6.1;7183
Intersection;SHOW;12;2016;97;[drama];2;6.7;1152
Terrace House: Boys & Girls in the City;SHOW;4;2015;29;[reality, drama];1;8.1;1624
High & Low The Movie;MOVIE;12;2016;129;[action];0;6.6;563
The K2;SHOW;1;2016;65;[war, drama, romance, thriller];1;7.9;5615
Dinotrux;SHOW;3;2015;23;[action, comedy, family, animation];5;6.8;458
Dawn of the Croods;SHOW;3;2015;23;[comedy, family, animation];4;5.8;712
Anthony Jeselnik: Thoughts and Prayers;MOVIE;11;2015;59;[comedy];0;0;0
Kong: King of the Apes;SHOW;11;2016;21;[animation, scifi, action, comedy, family];2;5.9;325
Pandora;MOVIE;4;2016;136;[drama, action, thriller];0;6.6;7304
Ok Kanmani;MOVIE;2;2015;139;[drama, romance];0;7.5;5722
