The Half of It;MOVIE;1;2020;104;[comedy, romance, drama];0;6.9;34959
After;MOVIE;10;2019;106;[drama, romance];0;5.2;52180
Dolemite Is My Name;MOVIE;11;2019;118;[comedy, drama];0;7.2;59836
Warrior Nun;SHOW;3;2020;43;[scifi, action, drama, fantasy];1;6.8;29164
Ragnarok;SHOW;10;2020;47;[action, drama, fantasy, thriller, scifi];2;7.5;36185
The Order;SHOW;8;2019;48;[scifi, horror, drama, fantasy, crime, thriller];2;6.7;27286
The Professor and the Madman;MOVIE;5;2019;124;[thriller, drama, history, european];0;7.2;44418
The Paper Tigers;MOVIE;5;2020;108;[comedy, action];0;6.3;4144
Pieces of a Woman;MOVIE;9;2020;127;[drama];0;0.7;47795
Code 8;MOVIE;2;2019;99;[scifi, thriller, action, crime, drama];0;6.1;38850
Jiu Jitsu;MOVIE;1;2020;102;[fantasy, action, scifi, thriller, comedy];0;2.9;8502
Bad Trip;MOVIE;9;2020;87;[comedy, reality];0;6.5;23979
Away;SHOW;1;2020;50;[scifi, drama, romance];1;6.6;23706
The Wind;MOVIE;7;2019;86;[western, thriller, horror];0;5.5;8078
The Pharmacist;SHOW;5;2020;54;[crime, documentation];1;7.7;6989
Five Feet Apart;MOVIE;4;2019;116;[romance, drama];0;7.2;61878
Sweet Home;SHOW;3;2020;52;[scifi];1;0;0
Ghost in the Shell: SAC_2045;SHOW;9;2020;25;[scifi, animation, action, thriller, crime, drama];2;6.2;2020
Murder Mystery;MOVIE;8;2019;97;[comedy, action, crime, romance];0;0.6;120532
The Water Man;MOVIE;3;2020;92;[action, drama, family, fantasy, thriller];0;5.4;3641
Rebecca;MOVIE;9;2020;121;[thriller, romance, drama];0;0.6;40447
The Politician;SHOW;11;2019;43;[comedy, drama];2;7.5;21887
The Society;SHOW;9;2019;56;[scifi, thriller, drama];1;0.7;27693
The Untamed;SHOW;1;2019;44;[action, comedy, romance, drama, fantasy, horror];1;8.8;5963
Countdown;MOVIE;7;2019;90;[horror, thriller, european];0;0;0
Fyre;MOVIE;6;2019;98;[documentation, crime, music];0;7.2;44715
Fractured;MOVIE;5;2019;99;[thriller];0;6.4;70860
Da 5 Bloods;MOVIE;7;2020;156;[war, drama];0;6.5;50236
Our Planet;SHOW;4;2019;50;[documentation];1;9.3;41386
The family;SHOW;5;2019;26;[documentation, sport, reality];1;6.4;3491
The Spy;SHOW;8;2019;53;[drama, history];1;7.9;40535
Lies and Deceit;SHOW;5;2020;49;[thriller];1;0;0
Daybreak;SHOW;8;2019;44;[scifi, drama, fantasy, horror, thriller, comedy, action];1;6.7;19398
The Highwaymen;MOVIE;9;2019;132;[thriller, crime, drama];0;6.9;88714
The Disciple;MOVIE;8;2020;128;[drama, music];0;7.1;2471
Kiss the Ground;MOVIE;10;2020;84;[documentation];0;8.2;6607
The Dirt;MOVIE;7;2019;108;[drama, music, comedy];0;6.9;47603
The Woods;SHOW;5;2020;43;[drama];1;0;0
Ava;MOVIE;3;2020;96;[drama, thriller, action, crime];0;5.4;53131
The Comey Rule;SHOW;8;2020;82;[war, drama];1;7.4;8598
Merli: Dare to Know;SHOW;7;2019;48;[drama, comedy];2;7.6;1711
American Pie Presents: Girls Rules;MOVIE;11;2020;95;[comedy];0;0;0
Too Hot to Handle;SHOW;8;2020;42;[reality, romance];3;4.6;12001
The Night Clerk;MOVIE;1;2020;90;[thriller, crime, drama, romance];0;5.5;14600
Ma Raineys Black Bottom;MOVIE;1;2020;94;[music, drama];0;6.9;50275
Ratched;SHOW;8;2020;54;[crime, drama, thriller];2;7.2;52731
Polar;MOVIE;7;2019;118;[action, crime, drama, thriller, european];0;6.3;87080
DC Super Hero Girls;SHOW;12;2019;10;[scifi, comedy, family, fantasy, drama, animation, action];2;7.2;1193
The Prom;MOVIE;11;2020;130;[comedy, drama, music];0;5.9;26197
Dark Desire;SHOW;3;2020;34;[drama, thriller];2;6.5;7135
Unsolved Mysteries;SHOW;1;2020;49;[documentation, drama, thriller, crime];2;7.3;9391
We Summon the Darkness;MOVIE;3;2020;91;[horror, thriller, music, comedy];0;5.2;10056
The English Game;SHOW;11;2020;48;[drama];1;0;0
Someone Great;MOVIE;6;2019;92;[romance, comedy];0;6.2;21501
Tread;MOVIE;9;2020;88;[crime, documentation];0;7.1;2861
Radium Girls;MOVIE;6;2020;102;[drama, history];0;6.2;1659
Sweetheart;MOVIE;8;2019;82;[horror, thriller, scifi, drama, fantasy];0;5.8;8074
WHAT / IF;SHOW;7;2019;59;[drama, thriller];1;6.3;15135
The Wrong Missy;MOVIE;12;2020;90;[comedy, romance];0;5.7;38647
David Attenborough: A Life on Our Planet;MOVIE;2;2020;83;[documentation];0;0.9;31180
Skylines;MOVIE;6;2020;113;[scifi, action];0;4.7;7971
The Laundromat;MOVIE;6;2019;96;[drama, comedy, crime, history];0;6.3;49391
Its Okay to Not Be Okay;SHOW;9;2020;76;[drama, comedy, romance];1;8.6;21104
Trinkets;SHOW;12;2019;26;[comedy, crime, drama];2;0.7;10263
Over the Moon;MOVIE;6;2020;95;[family, fantasy, scifi, romance, animation, comedy];0;6.3;21562
The Two Popes;MOVIE;6;2019;125;[drama, comedy, history];0;7.6;120871
Messiah;SHOW;2;2020;45;[drama, thriller];1;7.6;42018
BEASTARS;SHOW;2;2019;23;[drama, romance, thriller, animation, crime, fantasy];2;7.7;9440
Dorohedoro;SHOW;8;2020;24;[scifi, horror, animation, action, comedy, fantasy];1;8.1;7813
Undercover;SHOW;3;2019;49;[drama, crime, thriller];3;7.8;16773
IO;MOVIE;12;2019;96;[scifi, romance, drama];0;4.7;33724
All the Bright Places;MOVIE;7;2020;108;[drama, romance];0;6.5;28355
Velvet Buzzsaw;MOVIE;7;2019;112;[thriller, horror, comedy];0;5.7;59491
Bonding;SHOW;4;2019;17;[comedy, drama];2;7.1;15871
Cheer;SHOW;11;2020;56;[documentation, sport, reality];2;8.1;6145
The Occupant;MOVIE;10;2020;103;[thriller, european, drama];0;6.4;16939
Can You Keep a Secret?;MOVIE;7;2019;94;[comedy, romance];0;5.3;16049
Wu Assassins;SHOW;9;2019;44;[scifi, action, crime, drama, fantasy];1;6.4;12799
Greatest Events of WWII in Colour;SHOW;3;2019;50;[documentation, history, war];1;8.7;8508
Pokémon the Movie: Secrets of the Jungle;MOVIE;11;2020;99;[action, family, fantasy, animation];0;6.4;1817
Lego Jurassic World: Legend of Isla Nublar;SHOW;6;2019;22;[scifi, animation, comedy, family];1;6.7;272
The Red Sea Diving Resort;MOVIE;4;2019;129;[thriller, drama, history];0;6.6;28051
Green Eggs and Ham;SHOW;5;2019;28;[action, family, fantasy, drama, animation, comedy, romance];2;8.1;2556
Crip Camp: A Disability Revolution;MOVIE;6;2020;108;[documentation, history];0;7.7;7264
American Factory;MOVIE;2;2019;110;[documentation];0;7.4;21415
Stateless;SHOW;1;2020;53;[drama];1;7.5;9218
The Wandering Earth;MOVIE;9;2019;126;[scifi, drama, action, thriller];0;5.9;29840
Caliphate;SHOW;2;2020;48;[war, crime, drama, thriller];1;8.2;17735
Down to Earth with Zac Efron;SHOW;9;2020;39;[documentation, history, reality];1;0.8;6446
Wine Country;MOVIE;4;2019;103;[comedy, drama];0;5.4;20836
Between Two Ferns: The Movie;MOVIE;11;2019;82;[comedy];0;6.1;31193
Avengement;MOVIE;4;2019;90;[action, crime, thriller];0;6.5;15426
Jeffrey Epstein: Filthy Rich;SHOW;12;2020;57;[crime, documentation];1;7.1;23216
The Wolfs Call;MOVIE;3;2019;115;[thriller, war, drama, action, scifi, european];0;6.9;17236
The Silence;MOVIE;3;2019;91;[horror, thriller, fantasy, drama, scifi, comedy, european];0;5.3;43732
Summertime;SHOW;4;2020;43;[drama, romance];3;0.6;2573
L.A.s Finest;SHOW;12;2019;47;[drama, crime, thriller, action, comedy];2;6.1;7000
Holiday Secrets;SHOW;9;2019;38;[drama];1;6.5;1134
Almost Happy;SHOW;5;2020;27;[comedy];2;6.8;870
Interior Design Masters;SHOW;3;2019;57;[reality];3;6.4;1356
A Shaun the Sheep Movie: Farmageddon;MOVIE;5;2019;87;[comedy, animation, family, fantasy, scifi];0;6.8;13267
Blood of Zeus;SHOW;8;2020;32;[action, scifi];1;0;0
Dash & Lily;SHOW;12;2020;25;[comedy, drama, romance];1;7.5;16978
Dare Me;SHOW;4;2019;43;[thriller, crime, reality];1;6.6;5098
Atlantics;MOVIE;7;2019;106;[fantasy, drama, romance];0;6.7;9306
Last Breath;MOVIE;1;2019;85;[documentation, european];0;7.7;5447
The Gift;SHOW;2;2019;45;[scifi, drama, fantasy];3;0.7;21582
The Boy Who Harnessed the Wind;MOVIE;2;2019;113;[drama, history];0;7.6;36805
We Have Always Lived in the Castle;MOVIE;7;2019;90;[thriller, drama];0;5.6;7063
Spenser Confidential;MOVIE;8;2020;111;[thriller, comedy, crime, action, drama];0;6.2;85270
Doom: Annihilation;MOVIE;1;2019;97;[scifi, horror, thriller, action];0;3.7;9200
October Faction;SHOW;10;2020;41;[drama, fantasy, horror, scifi];1;6.1;10854
Deaf U;SHOW;6;2020;20;[reality, drama];1;6.4;462
Blown Away;SHOW;5;2019;25;[reality, documentation, comedy, history];2;7.1;2876
Girl on the Third Floor;MOVIE;10;2019;93;[thriller, drama, horror];0;4.7;9823
Medical Police;SHOW;12;2020;24;[comedy];1;5.9;4136
The Great Hack;MOVIE;2;2019;114;[documentation, history];0;7.1;22838
Rocks;MOVIE;3;2019;93;[drama];0;7.4;4552
Selena: The Series;SHOW;4;2020;38;[drama, music];2;6.9;4435
White Lines;SHOW;11;2020;55;[thriller, crime, drama];1;6.6;16506
Tremors: Shrieker Island;MOVIE;4;2020;103;[horror];0;0;0
Ip Man 4: The Finale;MOVIE;4;2019;107;[drama, history, action];0;0.7;30694
Ophelia;MOVIE;2;2019;106;[drama, history, romance, thriller, war];0;6.6;10357
After We Collided;MOVIE;6;2020;105;[romance, drama];0;0.5;29571
The Devil Next Door;SHOW;5;2019;46;[documentation, crime, history];1;7.6;13084
Start-Up;SHOW;9;2020;80;[drama, comedy, romance];1;8.1;9021
The Last Blockbuster;MOVIE;3;2020;86;[documentation];0;6.7;5350
In the Tall Grass;MOVIE;2;2019;102;[drama, thriller, horror, scifi];0;5.4;54391
Toy Boy;SHOW;9;2019;61;[crime, action, drama, thriller];2;6.5;7371
Paradise Hills;MOVIE;3;2019;95;[fantasy, thriller, scifi, european];0;5.3;22298
Dick Johnson Is Dead;MOVIE;7;2020;89;[documentation, drama];0;7.4;6390
American Murder: The Family Next Door;MOVIE;4;2020;83;[crime, documentation];0;7.2;26355
Rust Creek;MOVIE;12;2019;108;[thriller, crime, drama, horror];0;5.9;11136
Middleditch & Schwartz;SHOW;1;2020;51;[comedy];1;8.6;5147
Showtime 1958;MOVIE;4;2020;109;[drama];0;0;0
The Twelve;SHOW;7;2019;47;[thriller, drama];1;7.5;5005
Paranormal;SHOW;5;2020;56;[scifi];1;0;0
Eli;MOVIE;3;2019;98;[horror, thriller, drama];0;5.8;34477
I Lost My Body;MOVIE;12;2019;81;[fantasy, drama, animation, romance, european];0;7.5;31531
The Ripper;SHOW;5;2020;49;[crime, documentation];1;7.1;9228
Equinox;SHOW;11;2020;46;[scifi];1;0;0
Teenage Bounty Hunters;SHOW;9;2020;49;[action, drama, crime, comedy];1;7.6;10821
Klaus;MOVIE;8;2019;97;[comedy, family, animation, european];0;8.1;141480
GREAT PRETENDER;SHOW;3;2020;24;[action, comedy, crime, drama, animation];1;7.9;4635
Fatima;MOVIE;5;2020;113;[drama, war];0;6.6;3032
Sword of Trust;MOVIE;6;2019;88;[comedy, drama];0;6.3;3558
Northern Rescue;SHOW;1;2019;43;[drama, family];1;7.1;4105
The Sleepover;MOVIE;5;2020;103;[action, family, comedy];0;5.6;10198
High Score;SHOW;6;2020;42;[documentation, history];1;7.4;7733
The Last Thing He Wanted;MOVIE;8;2020;116;[drama, thriller, crime];0;4.3;14716
Kipo and the Age of Wonderbeasts;SHOW;11;2020;24;[animation, action, comedy, family, fantasy, scifi];3;8.3;5293
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese;MOVIE;7;2019;142;[music, documentation, history];0;7.6;6550
Lost Bullet;MOVIE;11;2020;92;[thriller, crime, action];0;6.3;9264
Vita & Virginia;MOVIE;8;2019;110;[drama, romance, european];0;5.7;3767
The Vanished;MOVIE;4;2020;115;[thriller, crime, action];0;5.7;10011
Unabomber: In His Own Words;SHOW;2;2020;43;[crime, documentation];1;7.2;3338
Garth Brooks: The Road Im On;SHOW;5;2019;86;[reality, documentation];1;7.4;285
Ares;SHOW;11;2020;29;[thriller, drama, horror];1;5.7;4298
The Reason I Jump;MOVIE;4;2020;82;[documentation, drama];0;7.5;802
Children of the Sea;MOVIE;7;2019;112;[thriller, animation, fantasy, scifi, drama, family];0;6.5;2622
The Confession Killer;SHOW;7;2019;48;[crime, documentation];1;7.4;8733
Horse Girl;MOVIE;9;2020;104;[drama];0;0;0
The Game Changers;MOVIE;2;2019;88;[documentation];0;7.8;19708
Traitors;SHOW;10;2019;50;[war, thriller];1;6.6;3020
Valeria;SHOW;1;2020;41;[drama, comedy, romance];2;6.5;5510
Tidying Up with Marie Kondo;SHOW;7;2019;34;[reality];1;6.6;3529
Concrete Cowboy;MOVIE;5;2020;111;[western, drama];0;6.3;8517
The Boss Baby: Get That Baby!;MOVIE;2;2020;24;[animation];0;0;0
Aunty Donnas Big Ol House of Fun;SHOW;1;2020;20;[comedy];1;0.8;6140
Tales of the City;SHOW;6;2019;56;[drama];1;7.4;7715
Charlie Says;MOVIE;11;2019;104;[crime, drama, documentation];0;5.9;4256
Mike Birbiglia: The New One;MOVIE;6;2019;85;[comedy];0;7.7;1815
Historical Roasts;SHOW;8;2019;29;[comedy];1;5.3;1675
1BR;MOVIE;11;2019;90;[horror, thriller, drama];0;5.8;11983
Bill Burr: Paper Tiger;MOVIE;4;2019;67;[comedy];0;8.1;10649
La Révolution;SHOW;12;2020;46;[drama, fantasy, thriller, action];1;6.6;5512
The Silence of Others;MOVIE;4;2019;95;[documentation, history, european];0;0.8;2048
Nobody Sleeps in the Woods Tonight;MOVIE;3;2020;102;[thriller, drama, fantasy, horror, romance, european];0;4.9;11304
Challenger: The Final Flight;SHOW;12;2020;45;[documentation, history];1;7.8;6778
Calm with Horses;MOVIE;5;2020;100;[drama, crime];0;6.8;5396
A Whisker Away;MOVIE;1;2020;104;[fantasy, drama, family, romance, animation];0;6.7;9353
Lost Girls;MOVIE;5;2020;95;[thriller, crime, drama];0;6.1;21040
We Can Be Heroes;MOVIE;8;2020;97;[fantasy, comedy, family, action, drama];0;4.7;14401
Grand Army;SHOW;2;2020;52;[drama];1;7.5;6279
Tell Me Who I Am;MOVIE;1;2019;85;[thriller, drama, documentation];0;7.6;14215
Violet Evergarden: The Movie;MOVIE;12;2020;140;[fantasy, romance, animation, drama];0;8.3;5631
The I-Land;SHOW;8;2019;40;[drama, scifi, reality];1;4.6;16918
Killer Inside: The Mind of Aaron Hernandez;SHOW;6;2020;67;[crime, documentation, sport];1;7.4;16649
Skylines;SHOW;2;2019;60;[drama, music, crime, documentation, reality];1;7.5;2627
Paddleton;MOVIE;7;2019;89;[drama, comedy];0;7.1;13419
Inside Bills Brain: Decoding Bill Gates;SHOW;6;2019;50;[documentation];1;7.9;10776
What Lies Below;MOVIE;8;2020;87;[horror, thriller, scifi];0;4.3;8125
Vampires vs. the Bronx;MOVIE;12;2020;86;[comedy, horror];0;5.7;9627
Song Exploder;SHOW;10;2020;27;[documentation, music];2;7.4;758
Chambers;SHOW;12;2019;44;[drama, thriller, fantasy, horror];1;6.4;8380
Transformers: War for Cybertron: Earthrise;SHOW;3;2020;24;[action, scifi];1;0;0
The Chef Show;SHOW;10;2019;26;[documentation];2;8.2;5025
The Stronghold;MOVIE;7;2020;105;[action, crime, thriller, european];0;6.9;9422
Rise of Empires: Ottoman;SHOW;6;2020;45;[documentation, drama, history, war, action];2;7.9;22045
The Last Czars;SHOW;8;2019;45;[documentation, drama, history, romance, war];1;7.3;8096
The Swarm;MOVIE;3;2020;101;[horror, drama, fantasy, european];0;5.3;6710
The Life Ahead;MOVIE;9;2020;94;[drama, european];0;6.8;14021
Darwins Game;SHOW;10;2020;23;[scifi, action, drama, animation];1;7.3;2284
How to Sell Drugs Online (Fast);SHOW;12;2019;32;[drama, comedy, crime, romance];3;7.9;30734
The Kindness of Strangers;MOVIE;3;2019;112;[drama, european];0;6.4;3515
Captain Underpants: Epic Choice-o-rama;MOVIE;7;2020;37;[fantasy, comedy, family, scifi, animation, action];0;6.4;80
Biohackers;SHOW;9;2020;42;[scifi, thriller, drama];2;6.8;9346
The Gentlemens League;SHOW;5;2019;96;[reality];2;0;0
Sightless;MOVIE;1;2020;89;[drama, thriller, horror];0;5.5;8113
Words Bubble Up Like Soda Pop;MOVIE;6;2020;87;[drama];0;0;0
Project Power;MOVIE;8;2020;111;[action, crime, scifi, thriller];0;0.6;83973
Fear City: New York vs The Mafia;SHOW;4;2020;52;[crime, documentation];1;7.1;7215
Gentefied;SHOW;5;2020;30;[comedy, drama];2;7.3;2641
Hotel Del Luna;SHOW;3;2019;80;[action, comedy, drama, fantasy, horror, romance, scifi];1;8.2;7832
The Baker and the Beauty;SHOW;6;2020;44;[romance, comedy, drama];1;7.5;4160
Her Private Life;SHOW;4;2019;74;[drama, comedy, romance];2;7.7;3665
Rim of the World;MOVIE;3;2019;99;[comedy, scifi, action];0;5.2;23651
Control Z;SHOW;7;2020;36;[drama, thriller];2;6.9;8235
Power Rangers Beast Morphers;SHOW;1;2019;23;[animation, scifi, action, comedy, drama, fantasy, thriller];2;6.5;585
Death of Me;MOVIE;8;2020;95;[horror, thriller];0;4.4;6041
Capitani;SHOW;11;2019;28;[thriller, crime, drama];2;6.6;4355
A Fall from Grace;MOVIE;7;2020;120;[fantasy, thriller, drama];0;5.8;15029
The Best of Enemies;MOVIE;2;2019;133;[drama, history];0;7.3;16441
Home for Christmas;SHOW;8;2019;29;[comedy, drama, romance];2;7.7;13670
Quicksand;SHOW;2;2019;46;[drama, crime, thriller];1;7.5;21077
Hubie Halloween;MOVIE;12;2020;103;[thriller, horror, fantasy, comedy];0;5.2;47588
Rainbow High;SHOW;5;2020;6;[comedy, family, animation];3;6.4;116
Secret Obsession;MOVIE;10;2019;97;[thriller, drama];0;4.4;21011
Ju-On: Origins;SHOW;8;2020;29;[thriller, drama, horror];1;6.1;4467
Ala Vaikunthapurramuloo;MOVIE;7;2020;165;[drama, action, comedy];0;7.5;14839
Anima;MOVIE;9;2019;15;[music];0;0;0
Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend;MOVIE;12;2020;80;[comedy, romance, scifi];0;0.7;5211
Cadaver;MOVIE;3;2020;86;[thriller, horror, drama];0;5.1;9608
The Paramedic;MOVIE;11;2020;94;[thriller, action, crime, drama];0;5.7;12092
Special;SHOW;8;2019;26;[comedy, drama];2;7.6;9202
Exhibit A;SHOW;11;2019;36;[crime, family, documentation];1;6.3;1030
Itaewon Class;SHOW;9;2020;69;[drama, romance];1;8.2;12030
See You Yesterday;MOVIE;2;2019;87;[drama, action, crime, scifi, thriller];0;5.2;10663
Turn Up Charlie;SHOW;3;2019;26;[drama, comedy, music];1;7.1;7251
The Disappearance of Madeleine McCann;SHOW;8;2019;59;[crime, documentation];1;6.6;10286
Floor is Lava;SHOW;11;2020;30;[reality];2;5.3;2135
Ride Like a Girl;MOVIE;3;2019;98;[drama, sport];0;0.7;3865
Miss Americana;MOVIE;8;2020;85;[documentation, music];0;7.4;19151
Dave Chappelle: Sticks & Stones;MOVIE;4;2019;65;[comedy];0;8.4;25687
Transformers: War for Cybertron: Siege;SHOW;9;2020;13;[scifi];3;0;0
The Babysitter: Killer Queen;MOVIE;3;2020;142;[horror, comedy];0;5.8;37462
To All the Boys: P.S. I Still Love You;MOVIE;11;2020;102;[romance, comedy, drama];0;0.6;37072
The Forty-Year-Old Version;MOVIE;5;2020;123;[comedy, drama];0;7.2;4940
Detention;SHOW;1;2020;49;[drama, horror, thriller];1;6.3;496
Triple Threat;MOVIE;2;2019;96;[thriller, action];0;5.6;11115
The Willoughbys;MOVIE;3;2020;92;[comedy, animation, drama, family, fantasy];0;6.3;17878
Kengan Ashura;SHOW;7;2019;24;[animation, action, sport];2;0.8;4719
Me Against You: Mr. Ss Vendetta;MOVIE;9;2020;64;[comedy, family, european];0;1.7;362
Abyss;SHOW;8;2019;61;[scifi, crime, fantasy, romance, comedy];1;7.1;2131
Miles Davis: Birth of the Cool;MOVIE;5;2019;115;[documentation, music];0;7.4;1771
Tall Girl;MOVIE;3;2019;101;[comedy, drama, family, romance];0;5.2;23071
The Trials of Gabriel Fernandez;SHOW;11;2020;55;[crime, documentation];1;8.1;10982
Monsoon;MOVIE;4;2020;85;[drama];0;0;0
Gameboys;SHOW;11;2020;22;[drama, comedy, romance];2;8.5;1066
High Flying Bird;MOVIE;9;2019;90;[drama, sport];0;6.2;8514
Black Space;SHOW;3;2020;46;[crime, drama, thriller];2;6.7;1758
Spinning Out;SHOW;9;2020;50;[drama, sport];1;7.6;13692
Patsy & Loretta;MOVIE;10;2019;88;[drama, music];0;6.8;1000
Ethos;SHOW;5;2020;48;[drama];1;0;0
Dolly Partons Heartstrings;SHOW;8;2019;67;[drama, comedy, music];1;7.6;2107
The Bonfire of Destiny;SHOW;1;2019;50;[drama, history];1;7.6;4442
Altered Carbon: Resleeved;MOVIE;9;2020;75;[animation, drama, scifi, thriller, action, crime];0;6.5;6030
Taylor Tomlinson: Quarter-Life Crisis;MOVIE;3;2020;61;[comedy];0;7.4;3595
2 Hearts;MOVIE;8;2020;100;[romance, drama];0;6.2;3365
Coded Bias;MOVIE;5;2020;86;[documentation];0;6.7;2217
Indian Matchmaking;SHOW;4;2020;35;[reality, documentation, romance];1;6.2;3049
Audrey;MOVIE;1;2020;100;[documentation, history];0;7.1;1867
High Seas;SHOW;9;2019;45;[drama, crime, comedy];4;6.8;7154
Dragonheart: Vengeance;MOVIE;7;2020;97;[fantasy, european];0;0;0
Wasp Network;MOVIE;2;2019;128;[drama, thriller, crime];0;5.9;10136
The King: Eternal Monarch;SHOW;7;2020;71;[scifi];1;0;0
School Life;MOVIE;1;2019;111;[comedy, drama, european];0;6.5;2563
Julie and the Phantoms;SHOW;3;2020;2;[scifi, music, comedy, drama, family, fantasy, documentation];1;8.4;9461
Ghosts of war;MOVIE;8;2020;94;[horror, thriller, fantasy, war];0;5.5;9701
The Fable;MOVIE;10;2019;123;[crime, comedy, action];0;6.5;1689
Someone Has to Die;SHOW;9;2020;50;[crime, drama, thriller];1;6.3;4718
Night in Paradise;MOVIE;11;2020;131;[thriller, action, crime, drama];0;6.7;6484
The Perfect Date;MOVIE;9;2019;93;[romance, comedy];0;5.8;37913
How High 2;MOVIE;4;2019;89;[comedy];0;0.3;1097
Bigfoot family;MOVIE;11;2020;97;[animation, action, family];0;5.8;2609
The Uncanny Counter;SHOW;11;2020;64;[drama, action, fantasy, horror];1;0.8;5552
Barbie: Princess Adventure;MOVIE;8;2020;72;[music, animation, family];0;5.4;442
Freud;SHOW;9;2020;54;[drama];1;0;0
This Changes Everything;MOVIE;11;2019;97;[documentation];0;7.6;1507
Self Made: Inspired by the Life of Madam C.J. Walker;SHOW;8;2020;47;[drama, history];1;7.3;11586
V Wars;SHOW;7;2019;42;[scifi, drama, horror];1;6.1;13531
The Last Summer;MOVIE;4;2019;109;[comedy, romance];0;0;0
The Naked Director;SHOW;7;2019;51;[drama, comedy];2;7.7;6052
Friendsgiving;MOVIE;8;2020;95;[comedy, drama];0;4.4;2782
Poms;MOVIE;11;2019;91;[comedy, drama, sport];0;0.6;6085
The Lonely Island Presents: The Unauthorized Bash Brothers Experience;MOVIE;4;2019;30;[comedy];0;0;0
The Baby-Sitters Club;SHOW;11;2020;27;[family, comedy, drama];2;7.3;3786
Youth v Gov;MOVIE;6;2020;110;[documentation];0;6.9;18
The Letter for the King;SHOW;3;2020;47;[fantasy, action, family, scifi];1;5.9;7376
Close;MOVIE;9;2019;95;[thriller, action, drama];0;5.7;24063
Making The Witcher;MOVIE;9;2020;32;[documentation];0;6.8;442
Black Dog;SHOW;8;2019;80;[drama];1;7.7;129
I Am Woman;MOVIE;4;2020;116;[drama, romance, history, music];0;6.6;2205
Tiny Pretty Things;SHOW;9;2020;56;[thriller, drama];1;5.9;9115
Frontera Verde;SHOW;5;2019;40;[thriller, crime, drama, scifi];1;7.3;2481
Romance Is a Bonus Book;SHOW;9;2019;64;[comedy, drama, romance];1;0.8;5034
No Good Nick;SHOW;10;2019;30;[comedy, drama, family];2;0.6;2843
Stand by Me Doraemon 2;MOVIE;2;2020;96;[animation, comedy, drama, family, fantasy, scifi];0;7.7;3594
SanPa: Sins of the Savior;SHOW;4;2020;57;[documentation, history, crime];1;7.8;1488
Persona;SHOW;2;2019;22;[drama];2;6.6;1164
Cuties;MOVIE;12;2020;96;[drama, european];0;3.3;30030
BNA;SHOW;1;2020;23;[scifi, animation, action, fantasy];1;7.2;2478
Carmen Sandiego;SHOW;2;2019;23;[action, crime, animation, thriller, family];4;7.9;5557
The Forest of Love;MOVIE;8;2019;151;[drama, thriller, crime, horror];0;6.3;2460
The Liberator;SHOW;3;2020;49;[animation, action, drama, war];1;7.6;5942
Trial by Media;SHOW;12;2020;62;[crime, documentation];1;7.1;3096
Connected;SHOW;2;2020;44;[documentation, comedy];1;7.5;1704
Jo Koy: Comin’ In Hot;MOVIE;12;2019;60;[comedy];0;7.3;986
Pokémon: Mewtwo Strikes Back - Evolution;MOVIE;3;2019;98;[animation, action, fantasy, family];0;5.7;5384
Love Alarm;SHOW;1;2019;49;[scifi, romance, comedy, drama];2;6.8;5262
The Stand In;MOVIE;12;2020;101;[comedy, drama];0;4.7;3380
The Boys in the Band;MOVIE;4;2020;121;[drama];0;6.8;14938
The Eddy;SHOW;12;2020;58;[drama, music, thriller];1;7.1;2908
Love & Anarchy;SHOW;8;2020;29;[comedy, drama, romance];2;7.4;7896
Arthdal Chronicles;SHOW;1;2019;80;[drama, action, romance, fantasy, history];3;8.3;4200
Let It Snow;MOVIE;6;2019;93;[comedy, romance];0;5.8;21515
The Decline;MOVIE;11;2020;83;[thriller, action];0;0.6;8675
Backdraft 2;MOVIE;2;2019;102;[drama];0;0;0
The Mess You Leave Behind;SHOW;10;2020;45;[thriller, crime, drama];1;6.8;8848
Til Death Do Us Part;SHOW;2;2019;44;[scifi, documentation];1;0;0
Disclosure;MOVIE;10;2020;107;[documentation];0;8.2;5301
How I Became a Super Hero;MOVIE;12;2020;97;[drama, fantasy, thriller, action, comedy, scifi];0;5.8;5047
The Coldest Game;MOVIE;8;2019;104;[drama, history, sport, thriller, european];0;6.2;10411
Death to 2020;MOVIE;7;2020;71;[comedy];0;6.8;38301
Pete Davidson: Alive from New York;MOVIE;8;2020;49;[comedy];0;6.1;4072
Lying and Stealing;MOVIE;5;2019;100;[crime, drama, comedy];0;5.4;5596
Carole & Tuesday;SHOW;1;2019;23;[scifi, music, animation, drama];1;7.8;1979
Vampires;SHOW;7;2020;40;[scifi, drama, fantasy, horror];1;5.6;1234
Criminal: Spain;SHOW;5;2019;40;[crime];1;0;0
Becoming;MOVIE;4;2020;89;[documentation];0;6.8;6305
Escaping the NXIVM Cult: A Mothers Fight to Save Her Daughter;MOVIE;1;2019;87;[crime, drama];0;5.3;426
Invader ZIM: Enter the Florpus;MOVIE;12;2019;71;[drama, family, horror, action, fantasy, animation, comedy, scifi, thriller];0;7.4;5656
The Trial;SHOW;12;2019;50;[crime, thriller, drama];1;7.2;3032
Bloodride;SHOW;10;2020;31;[scifi];1;0;0
Athlete A;MOVIE;2;2020;104;[documentation, crime, sport];0;7.6;10544
